volatile_acidity,density,free_sulfur_dioxide,fixed_acidity,pH,quality,alcohol,citric_acid,sulphates,total_sulfur_dioxide,residual_sugar,chlorides,wine_type
0.28,0.9973,48.0,7.4,3.01,5.0,9.0,0.5,0.44,122.0,12.1,0.049,White
0.61,0.9874,65.0,5.0,3.26,5.0,13.5,0.12,0.37,100.0,1.3,0.009,White
0.22,0.9928,18.0,6.1,3.3,5.0,9.6,0.49,0.46,87.0,1.5,0.051,White
0.18,0.99159,68.0,5.9,3.21,6.0,11.3,0.29,0.38,137.0,4.6,0.032,White
0.445,0.9938,8.0,7.8,3.25,5.0,10.8,0.56,0.43,84.0,1.0,0.04,White
0.47,1.0021,6.0,13.0,3.3,6.0,12.7,0.49,0.68,47.0,4.3,0.085,Red
0.26,0.9958,38.0,6.3,3.49,6.0,9.7,0.24,0.64,172.0,7.2,0.039,White
0.26,0.9923,12.0,5.6,3.25,5.0,10.8,0.26,0.38,80.0,5.7,0.031,White
0.59,0.9975,17.0,7.8,3.43,5.0,10.0,0.18,0.59,54.0,2.3,0.076,Red
0.33,0.99572,6.0,6.0,3.3,4.0,11.5,0.32,0.56,113.0,12.9,0.054,Red
0.22,0.99296,20.0,6.9,3.17,6.0,11.2,0.32,0.55,119.0,5.8,0.041,White
0.38,0.99151,36.0,6.4,3.07,6.0,11.2,0.19,0.42,119.0,4.5,0.038,White
0.31,0.99602,13.0,6.6,3.24,4.0,8.8,0.37,0.39,164.0,6.2,0.052,White
0.5,0.9971,10.0,7.8,3.18,5.0,9.5,0.09,0.62,42.0,2.2,0.115,Red
0.3,0.9994,9.0,12.8,3.2,7.0,10.8,0.74,0.77,28.0,2.6,0.095,Red
0.31,0.995,60.0,5.9,3.2,6.0,9.6,0.3,0.39,206.0,7.7,0.047,White
0.33,0.99657,52.0,6.1,3.39,5.0,9.5,0.32,0.65,183.0,7.8,0.052,White
0.61,0.99748,13.0,7.4,3.48,5.0,9.8,0.01,0.65,38.0,2.0,0.074,Red
0.28,0.9951,32.0,7.7,3.39,7.0,10.7,0.33,0.62,155.0,6.7,0.037,White
0.62,0.99735,6.0,7.8,3.29,5.0,9.3,0.05,0.63,18.0,2.3,0.079,Red
0.17,0.99388,45.0,6.6,3.16,6.0,10.0,0.26,0.37,128.0,7.4,0.052,White
0.13,0.9966,40.0,7.6,3.21,5.0,9.6,0.34,0.39,126.0,9.3,0.062,White
0.4,0.99164,23.0,7.6,3.22,5.0,11.6,0.27,0.38,193.0,1.2,0.053,White
0.22,0.99058,36.0,6.7,3.1,6.0,11.4,0.33,0.76,86.0,1.2,0.036,White
0.36,0.98934,26.0,7.1,3.2,7.0,13.5,0.4,0.45,118.0,1.95,0.033,White
0.17,0.99035,96.0,5.8,3.38,8.0,11.8,0.34,0.9,170.0,1.8,0.045,White
0.22,0.99194,32.0,7.3,3.27,6.0,11.2,0.26,0.48,172.0,1.5,0.04,White
0.23,0.99534,74.0,6.1,3.16,6.0,10.2,0.27,0.4,134.0,9.8,0.055,White
0.35,0.99628,35.0,6.7,3.04,5.0,9.4,0.48,0.47,167.0,8.8,0.056,White
0.23,0.9908,29.0,7.2,3.26,7.0,12.3,0.39,0.54,102.0,2.3,0.033,White
0.33,0.996,3.0,7.2,3.23,8.0,10.0,0.33,1.1,13.0,1.7,0.061,Red
0.28,0.998,29.0,9.2,3.1,4.0,10.1,0.49,0.34,137.0,11.8,0.042,White
0.24,0.99884,26.0,7.5,3.05,6.0,9.1,0.31,0.53,180.0,13.1,0.05,White
0.33,0.99246,26.0,7.2,3.28,6.0,10.6,0.28,0.57,109.0,1.4,0.034,White
0.24,0.99676,41.0,8.1,3.11,6.0,10.0,0.26,0.49,211.0,11.0,0.043,White
0.3,0.9956,54.0,6.6,3.18,5.0,9.5,0.45,0.48,200.0,8.0,0.038,White
0.2,0.99195,21.0,7.1,3.11,6.0,11.1,0.35,0.54,107.0,3.2,0.034,White
0.58,0.998,5.0,11.9,3.09,6.0,10.0,0.58,0.63,18.0,1.9,0.071,Red
0.24,0.98889,36.0,5.9,3.08,7.0,12.9,0.28,0.64,95.0,1.3,0.032,White
0.23,0.9951,24.0,8.5,3.02,6.0,10.5,0.4,0.42,88.0,9.9,0.036,White
0.26,0.99773,23.0,5.7,3.3,5.0,10.1,0.24,0.5,124.0,17.8,0.059,White
0.34,0.99354,29.0,7.1,3.3,6.0,10.4,0.32,0.5,130.0,2.0,0.051,White
0.45,0.9969,3.0,12.2,3.13,5.0,10.4,0.49,0.63,6.0,1.4,0.075,Red
0.43,0.9973,28.0,7.1,3.42,5.0,10.5,0.42,0.71,128.0,5.5,0.071,Red
0.39,0.994,29.0,7.4,3.14,5.0,10.5,0.23,0.42,126.0,7.0,0.033,White
0.35,0.99687,22.0,6.9,3.11,5.0,9.7,0.55,0.29,111.0,11.95,0.038,White
0.18,0.9914,39.0,6.9,3.32,6.0,12.2,0.3,0.37,190.0,2.0,0.038,White
0.17,0.99272,44.0,7.3,3.14,6.0,12.4,0.36,0.41,111.0,8.2,0.028,White
0.23,0.99162,35.0,6.8,3.18,6.0,11.3,0.48,0.45,165.0,1.5,0.036,White
0.39,0.99657,13.0,7.0,3.03,5.0,9.3,0.21,0.47,91.0,10.7,0.098,White
0.39,0.9978,34.0,9.3,3.14,5.0,9.5,0.44,1.22,125.0,2.1,0.107,Red
0.54,0.99502,8.0,6.7,3.16,4.0,9.4,0.27,0.38,178.0,7.1,0.049,White
0.39,0.99859,18.0,9.5,3.29,7.0,10.9,0.41,0.81,39.0,8.9,0.069,Red
0.51,0.99574,29.0,6.3,3.42,6.0,11.0,0.13,0.75,40.0,2.3,0.076,Red
0.19,0.99752,53.0,6.6,3.52,6.0,10.4,0.43,0.77,154.0,10.9,0.045,White
0.37,0.99817,3.0,8.6,3.27,5.0,11.0,0.65,0.58,8.0,6.4,0.08,Red
0.2,0.9924,21.0,7.3,3.15,7.0,10.0,0.44,0.46,98.0,1.4,0.045,White
0.34,0.9964,24.0,7.8,3.34,6.0,9.4,0.37,0.59,58.0,2.0,0.082,Red
0.27,0.99282,47.0,6.2,3.21,6.0,11.0,0.32,0.6,159.0,6.3,0.048,White
0.24,0.99055,27.0,7.4,3.28,9.0,12.5,0.36,0.48,139.0,2.0,0.031,White
0.19,0.99332,37.0,6.8,3.12,7.0,10.7,0.32,0.44,107.0,7.6,0.049,White
0.45,0.9958,3.0,6.2,3.41,5.0,9.2,0.2,0.56,15.0,1.6,0.069,Red
0.32,0.99424,6.0,6.2,3.16,5.0,9.3,0.12,0.5,97.0,4.8,0.054,White
0.19,0.99532,41.0,6.8,2.98,6.0,10.5,0.4,0.56,103.0,9.85,0.055,White
0.23,0.9969,59.0,7.7,3.12,6.0,9.5,0.31,0.55,186.0,10.7,0.038,White
0.31,0.9955,45.0,7.2,3.14,5.0,9.7,0.35,0.53,178.0,7.2,0.046,White
0.17,0.99243,10.0,5.5,3.28,5.0,10.0,0.23,0.5,108.0,2.9,0.039,White
0.27,0.99732,18.0,8.0,3.12,5.0,9.0,0.57,0.68,134.0,10.4,0.053,White
0.24,0.9921,24.0,6.1,3.39,6.0,10.9,0.25,0.59,115.0,1.6,0.044,White
0.19,0.98912,14.0,6.7,3.31,7.0,13.0,0.39,0.38,71.0,1.0,0.032,White
0.25,0.98935,36.0,6.3,3.18,6.0,12.5,0.44,0.4,116.0,1.7,0.024,White
0.24,0.9934,64.5,6.8,3.3,6.0,9.7,0.34,0.58,218.5,2.7,0.047,White
0.26,0.9986,35.0,7.1,3.07,7.0,9.1,0.34,0.53,189.0,14.4,0.067,White
0.53,0.9964,17.0,7.8,3.33,6.0,10.0,0.04,0.56,31.0,1.7,0.076,Red
0.35,0.9982,11.0,9.9,3.21,5.0,9.5,0.41,0.5,61.0,2.3,0.083,Red
0.24,0.99018,42.0,6.0,3.04,6.0,11.7333333333333,0.41,0.64,118.0,1.3,0.036,White
0.33,0.9956,29.0,6.4,3.29,6.0,10.1,0.24,0.47,109.0,9.8,0.041,White
0.12,0.99654,32.0,6.8,3.2,6.0,9.9,0.3,0.35,88.0,12.9,0.049,White
0.27,0.9941,43.0,5.9,3.25,6.0,10.7,0.27,0.53,136.0,9.0,0.051,White
0.22,0.993,15.0,6.4,3.13,8.0,10.9,0.32,0.55,83.0,7.2,0.028,White
0.32,0.99144,18.0,6.5,3.22,4.0,12.7,0.48,0.79,88.0,8.0,0.026,White
0.25,0.99173,16.0,7.3,3.07,6.0,11.3,0.27,0.46,79.0,3.8,0.047,White
0.47,0.9988,42.0,7.6,2.96,5.0,9.2,0.49,0.51,220.0,13.0,0.239,White
0.75,0.9955,17.0,6.7,3.55,6.0,12.8,0.01,0.61,32.0,2.4,0.078,Red
0.27,1.0,55.0,7.1,3.07,5.0,8.7,0.31,0.56,252.0,18.2,0.046,White
0.38,0.9996,7.0,11.9,3.24,6.0,10.4,0.51,0.76,20.0,2.0,0.121,Red
0.25,0.9964,51.0,7.2,3.16,5.0,9.2,0.19,0.44,172.0,8.0,0.044,White
0.58,0.99275,29.0,6.9,3.28,6.0,12.2,0.58,0.44,169.0,8.2,0.032,White
0.22,0.9998,49.0,7.1,3.37,6.0,9.6,0.32,0.38,158.0,16.9,0.056,White
0.66,0.99414,34.0,7.2,3.27,6.0,12.8,0.33,0.78,102.0,2.5,0.068,Red
0.2,0.99282,16.0,5.6,3.49,6.0,10.0,0.36,0.49,125.0,2.5,0.048,White
0.17,0.99076,25.0,6.0,3.14,6.0,12.3,0.29,0.34,108.0,5.0,0.028,White
0.23,0.9979,55.0,7.2,3.09,6.0,9.0,0.38,0.44,194.0,14.3,0.058,White
0.43,0.9918,33.0,7.7,3.16,7.0,12.2,0.28,0.56,102.0,4.5,0.046,White
0.25,0.9999,42.0,7.2,2.97,6.0,9.0,0.39,0.47,155.0,18.95,0.038,White
1.115,0.9958,5.0,7.5,3.54,4.0,11.2,0.1,0.6,12.0,3.1,0.086,Red
0.63,0.99712,18.0,6.9,3.4,5.0,9.8,0.02,0.75,30.0,1.9,0.078,Red
0.39,0.9976,33.0,8.3,3.09,5.0,9.4,0.7,0.57,169.0,10.6,0.045,White
0.51,0.9945,38.0,6.8,3.2,5.0,9.1,0.3,0.42,165.0,4.2,0.066,White
0.38,0.99356,23.0,7.2,3.34,7.0,12.9,0.38,0.72,42.0,2.8,0.068,Red
0.22,0.9948,42.0,6.4,3.27,6.0,10.1,0.49,0.52,151.0,7.5,0.054,White
0.32,0.99335,38.0,7.4,3.03,5.0,9.3,0.27,0.52,173.0,1.4,0.049,White
0.24,0.99189,105.0,6.7,3.04,8.0,11.3,0.3,0.59,179.0,3.85,0.042,White
0.3,0.99956,65.0,6.7,3.11,5.0,9.1,0.44,0.53,224.0,18.75,0.057,White
0.26,0.99274,23.0,4.8,3.46,7.0,11.5,0.23,0.28,111.0,10.6,0.034,White
0.36,0.99558,20.0,7.0,3.4,6.0,10.1,0.21,0.54,65.0,2.3,0.086,Red
0.13,0.99112,42.0,7.5,3.28,6.0,11.8,0.38,0.53,104.0,1.1,0.023,White
0.21,0.997,18.0,7.3,3.4,6.0,9.6,0.3,0.5,112.0,10.9,0.037,White
0.18,0.9942,10.0,8.0,3.23,5.0,10.0,0.49,0.48,145.0,1.8,0.061,White
0.43,0.9987,26.0,9.0,3.38,6.0,9.5,0.34,0.62,86.0,2.5,0.08,Red
0.17,0.99152,13.0,6.9,3.16,6.0,11.6,0.3,0.51,117.0,2.0,0.047,White
0.28,0.9901,32.0,7.8,3.0,7.0,12.1,0.34,0.38,118.0,1.6,0.028,White
0.42,0.99848,67.0,6.7,3.23,5.0,9.0,0.46,0.5,234.0,9.7,0.054,White
0.36,0.99638,9.0,10.5,3.23,6.0,12.0,0.47,0.76,23.0,2.2,0.074,Red
0.69,0.9968,20.0,7.7,3.21,5.0,9.3,0.49,0.71,112.0,1.8,0.115,Red
0.2,0.9934,41.0,7.6,3.43,6.0,10.1,0.31,0.53,142.0,1.4,0.047,White
0.31,0.99572,3.0,11.1,3.02,7.0,10.9,0.53,0.83,10.0,2.2,0.06,Red
0.31,0.9937,26.0,9.0,2.99,5.0,11.5,0.49,0.34,91.0,6.9,0.034,White
0.17,1.0006,43.0,8.1,3.28,8.0,8.8,0.44,0.75,145.0,14.1,0.053,White
0.2,0.9914,32.0,6.1,3.26,5.0,11.7,0.4,0.72,138.0,1.9,0.028,White
0.6,0.99616,9.0,8.3,3.15,5.0,9.8,0.25,0.53,38.0,2.2,0.118,Red
0.44,0.99188,22.0,7.2,3.21,7.0,11.3,0.28,0.37,112.0,3.4,0.048,White
0.36,0.9928,4.0,6.8,3.36,7.0,12.8,0.32,0.55,8.0,1.8,0.067,Red
0.42,0.99471,23.0,5.4,3.78,7.0,12.3,0.27,0.64,55.0,2.0,0.092,Red
0.27,0.99066,26.0,8.1,2.98,6.0,12.4,0.33,0.44,100.0,1.3,0.045,White
0.13,0.9955,43.0,7.8,3.43,5.0,9.0,0.3,0.41,179.0,1.8,0.04,White
0.32,0.99642,63.0,7.1,3.12,6.0,10.2,0.3,0.49,192.0,9.9,0.041,White
0.52,0.99745,21.0,7.1,3.5,5.0,9.8,0.03,0.6,92.0,2.6,0.076,Red
0.18,0.996,38.0,7.9,3.33,5.0,11.3,0.4,0.93,67.0,2.2,0.049,Red
0.36,0.9976,22.0,15.9,2.98,5.0,14.9,0.65,0.84,71.0,7.5,0.096,Red
0.17,0.99254,39.0,6.7,3.4,5.0,10.5,0.27,0.52,149.0,1.4,0.032,White
0.28,0.99232,11.0,8.1,3.14,6.0,9.8,0.34,0.5,126.0,1.3,0.035,White
0.33,0.99456,20.0,6.5,3.06,8.0,11.5,0.24,0.3,96.0,14.5,0.048,White
0.24,0.992,21.0,5.2,3.55,8.0,11.2,0.45,0.49,128.0,3.8,0.027,White
0.21,0.99478,36.0,7.2,3.12,6.0,10.6,0.31,0.4,122.0,10.5,0.035,White
0.83,0.9981,26.0,10.6,3.16,5.0,9.9,0.37,0.52,70.0,2.6,0.086,Red
0.44,0.9916,43.0,6.1,3.26,7.0,11.3,0.28,0.47,132.0,4.25,0.032,White
0.37,0.9906,17.0,8.2,3.04,8.0,11.7,0.36,0.32,93.0,1.0,0.034,White
0.28,0.99838,53.0,7.5,2.98,5.0,8.7,0.78,0.44,161.0,12.1,0.041,White
0.18,0.9984,17.0,6.6,3.0,6.0,9.4,0.26,0.43,149.0,17.3,0.051,White
0.61,0.9971,11.0,6.8,3.54,5.0,9.3,0.2,0.58,65.0,1.8,0.077,Red
0.26,0.99126,26.0,7.7,3.0,6.0,11.2,0.51,0.5,159.0,2.6,0.045,White
0.24,0.9954,26.0,7.4,2.86,6.0,9.7,0.22,0.36,81.0,10.7,0.042,White
0.29,0.9895,32.0,6.3,3.17,7.0,12.8,0.29,0.36,140.0,3.3,0.037,White
0.15,0.9927,21.0,7.0,3.32,5.0,10.8,0.34,0.62,177.0,1.4,0.039,White
0.57,0.99417,34.0,7.8,3.46,8.0,12.7,0.09,0.74,45.0,2.3,0.065,Red
0.36,0.9966,8.0,6.6,3.07,5.0,9.4,0.52,0.46,110.0,11.3,0.046,White
0.21,0.9954,37.0,7.0,3.25,6.0,10.4,0.28,0.54,222.0,8.7,0.045,White
0.29,0.9937,55.0,6.0,3.09,7.0,10.9666666666667,0.41,0.59,149.0,10.8,0.048,White
0.2,0.99134,26.0,6.0,3.38,7.0,11.2,0.32,0.68,118.0,3.0,0.031,White
0.19,0.996,42.0,7.8,3.18,6.0,9.9,0.26,0.46,182.0,8.9,0.039,White
0.46,0.9976,76.0,7.2,3.16,5.0,8.7,0.65,0.42,192.0,10.4,0.05,White
0.31,0.9997,16.0,6.6,3.38,5.0,9.2,0.38,0.6,165.0,16.05,0.058,White
0.785,0.9994,11.0,9.1,3.36,6.0,9.4,0.0,0.86,28.0,2.6,0.093,Red
0.28,0.99455,32.0,6.7,3.25,7.0,11.0,0.34,0.54,111.0,8.9,0.048,White
0.4,0.996,8.0,8.2,3.24,6.0,10.6,0.31,0.69,24.0,1.9,0.082,Red
0.26,0.99026,36.0,6.5,3.22,8.0,12.6,0.31,0.62,92.0,3.6,0.03,White
0.25,0.9903,30.0,7.1,3.13,7.0,12.3,0.49,0.39,96.0,3.0,0.03,White
0.25,0.9982,40.0,7.0,3.22,5.0,9.3,0.29,0.45,171.0,15.2,0.047,White
0.27,0.99699,55.0,7.4,3.11,5.0,9.8,0.26,0.6,173.0,11.8,0.053,White
0.29,0.9986,23.0,13.3,3.04,7.0,11.4,0.75,0.68,43.0,2.8,0.084,Red
0.24,0.99538,47.0,6.4,3.12,5.0,9.5,0.26,0.5,182.0,8.2,0.054,White
0.27,0.9955,16.0,8.3,3.28,5.0,10.3,0.39,0.59,107.0,2.4,0.058,White
0.68,0.99524,15.0,6.8,3.41,4.0,11.1,0.09,0.52,29.0,3.9,0.068,Red
0.28,0.9976,38.0,8.3,3.34,6.0,9.6,0.4,0.51,194.0,7.8,0.041,White
0.25,0.99486,28.0,6.2,3.4,6.0,10.4,0.28,0.42,108.0,8.5,0.035,White
0.21,0.9958,11.0,8.2,3.17,5.0,9.9,0.48,0.57,99.0,1.4,0.041,White
0.31,0.99068,34.0,6.9,3.19,7.0,11.4,0.32,0.45,114.0,1.6,0.036,White
0.69,0.9974,15.0,7.7,3.26,5.0,9.1,0.05,0.61,27.0,2.7,0.075,Red
0.315,0.99494,9.0,6.5,2.94,5.0,8.8,0.2,0.51,126.0,6.6,0.041,White
0.25,0.99553,63.0,6.7,3.18,5.0,9.6,0.36,0.5,206.0,8.6,0.037,White
0.31,0.9913,39.0,7.6,3.05,7.0,11.8,0.24,0.44,150.0,1.8,0.037,White
0.24,0.9978,6.0,10.5,3.15,7.0,11.0,0.47,0.9,24.0,2.1,0.066,Red
0.24,0.99773,40.0,7.2,3.2,5.0,9.0,0.27,0.44,174.0,11.4,0.034,White
0.32,0.9974,35.0,6.5,3.22,5.0,9.0,0.12,0.32,165.0,11.5,0.033,White
0.25,0.9986,55.0,7.2,3.12,7.0,9.0,0.28,0.38,205.0,14.4,0.055,White
0.16,0.99319,17.0,6.1,3.66,6.0,10.3,0.24,0.57,77.0,1.4,0.046,White
0.16,0.9898,31.0,5.5,3.33,6.0,11.6333333333333,0.31,0.44,68.0,1.2,0.026,White
0.23,0.9927,50.0,6.9,3.11,6.0,11.4,0.4,0.27,151.0,7.5,0.04,White
0.29,0.99736,21.0,6.4,3.14,5.0,9.2,0.18,0.5,116.0,15.0,0.04,White
0.37,0.9903,27.0,7.2,3.3,7.0,12.6,0.15,0.59,87.0,2.0,0.029,White
0.18,0.9923,28.0,8.2,3.0,7.0,10.4,0.49,0.68,81.0,1.1,0.033,White
0.28,0.99786,45.0,6.4,3.14,5.0,8.7,0.27,0.46,148.0,11.0,0.042,White
0.23,0.9984,56.0,6.8,3.06,6.0,8.7,0.29,0.41,173.0,15.4,0.073,White
0.23,0.9944,24.0,6.9,3.2,6.0,9.7,0.34,0.52,128.0,4.0,0.047,White
0.36,0.9914,26.0,7.2,2.93,7.0,12.5,0.36,0.59,98.0,5.7,0.038,White
0.42,0.9978,15.0,7.5,3.31,5.0,9.0,0.31,0.64,42.0,1.6,0.08,Red
0.22,0.99906,37.0,6.6,3.08,6.0,8.8,0.23,0.46,118.0,17.3,0.047,White
0.31,0.9982,62.0,7.5,3.06,5.0,9.5,0.51,0.6,204.0,14.8,0.039,White
0.3,0.9974,49.0,7.4,3.52,6.0,9.7,0.49,0.58,188.0,8.2,0.055,White
0.27,0.9925,52.0,8.8,2.87,5.0,11.4,0.25,0.49,99.0,5.0,0.024,White
0.21,0.9903,23.0,7.1,3.15,7.0,11.4,0.37,0.38,100.0,2.4,0.026,White
0.27,0.98984,29.0,8.9,3.01,6.0,12.4,0.28,0.35,128.0,0.8,0.024,White
0.18,0.99808,19.0,6.8,3.0,7.0,9.0,0.3,0.52,171.0,12.8,0.062,White
0.13,0.99066,63.0,6.3,3.13,7.0,11.2,0.42,0.72,146.0,1.1,0.043,White
0.27,0.99471,3.0,10.3,3.16,6.0,11.8,0.56,0.51,8.0,1.4,0.047,Red
0.33,0.9998,5.0,10.4,3.26,7.0,11.2,0.63,0.74,22.0,2.8,0.084,Red
0.61,0.99746,8.0,6.6,3.69,5.0,10.5,0.01,0.73,25.0,1.9,0.08,Red
0.4,0.9984,7.0,10.8,3.08,6.0,9.3,0.41,0.67,17.0,2.2,0.084,Red
0.28,0.9902,15.0,5.7,3.06,6.0,11.2,0.28,0.52,65.0,2.2,0.019,White
0.78,0.99104,30.0,6.6,3.25,5.0,11.7,0.5,0.48,133.0,1.5,0.045,White
0.58,0.99565,28.0,7.7,3.08,6.0,9.8,0.1,0.49,109.0,1.8,0.102,Red
0.21,0.993,28.0,7.1,3.2,7.0,10.0,0.32,0.57,141.0,2.2,0.037,White
0.28,0.99354,49.0,6.4,3.1,6.0,9.2,0.56,0.37,106.0,1.7,0.156,White
0.34,0.9979,26.0,6.0,3.14,6.0,8.8,0.66,0.5,164.0,15.9,0.046,White
0.27,0.9961,65.0,6.2,3.17,5.0,8.9,0.32,0.47,224.0,8.8,0.047,White
0.2,0.9985,51.0,7.1,3.21,6.0,9.2,0.34,0.6,166.0,16.0,0.05,White
0.25,0.9982,15.0,9.8,3.42,6.0,10.0,0.49,0.9,33.0,2.7,0.088,Red
0.1,0.98988,17.0,6.2,3.14,7.0,11.4,0.41,0.56,76.0,1.0,0.04,White
0.39,0.9982,6.0,10.9,3.3,6.0,9.8,0.47,0.75,14.0,1.8,0.118,Red
0.54,0.9978,11.0,8.3,3.39,6.0,10.0,0.28,0.61,40.0,1.9,0.077,Red
0.27,0.99125,32.0,6.0,3.46,6.0,11.1,0.26,0.43,138.0,1.3,0.038,White
0.47,0.99428,14.0,7.2,3.09,5.0,9.8,0.16,0.49,125.0,5.9,0.048,White
0.33,0.9903,24.0,6.4,3.26,7.0,12.6,0.28,0.64,81.0,4.0,0.04,White
0.34,0.9946,47.0,7.1,3.17,5.0,10.0,0.2,0.42,164.0,6.1,0.063,White
0.22,0.99834,39.0,6.6,3.05,6.0,9.1,0.29,0.5,118.0,14.4,0.046,White
0.575,0.9967,12.0,8.1,3.29,5.0,9.2,0.22,0.51,65.0,2.1,0.077,Red
0.26,0.9981,32.0,6.6,3.11,5.0,9.3,0.56,0.49,141.0,15.4,0.053,White
0.32,0.9953,5.0,6.8,3.19,5.0,9.1,0.34,0.4,129.0,6.0,0.05,White
0.35,0.99297,7.0,7.0,3.13,6.0,9.7,0.17,0.36,119.0,1.1,0.049,White
0.27,0.9929,9.0,6.1,3.08,5.0,9.0,0.25,0.54,109.0,1.8,0.041,White
0.765,0.99612,5.5,6.9,3.4,6.0,10.3,0.18,0.6,48.0,2.4,0.243,Red
0.32,0.99244,8.0,7.3,3.24,5.0,10.7,0.35,0.42,163.0,1.4,0.05,White
0.28,0.9899,8.0,7.0,3.09,6.0,12.1,0.36,0.46,70.0,1.0,0.035,White
0.38,0.9971,28.0,6.9,3.28,5.0,9.2,0.25,0.61,191.0,9.8,0.04,White
0.6,0.99697,19.0,7.7,3.39,6.0,10.1,0.06,0.62,41.0,2.0,0.079,Red
0.46,0.99588,56.0,6.5,3.08,6.0,9.8,0.24,0.56,171.0,11.5,0.051,White
0.25,0.9968,48.0,6.3,3.18,5.0,9.5,0.44,0.52,195.0,11.6,0.041,White
0.26,0.99724,6.0,10.4,3.33,6.0,10.9,0.48,0.87,10.0,1.9,0.066,Red
0.51,0.9984,8.0,9.8,3.23,6.0,10.5,0.19,0.58,30.0,3.2,0.081,Red
0.23,0.99518,37.0,7.0,3.5,6.0,10.2,0.42,0.59,144.0,5.1,0.042,White
0.34,0.9957,23.0,6.6,3.3,6.0,10.1,0.27,0.49,136.0,6.2,0.059,White
0.3,0.9937,8.0,6.4,3.2,6.0,9.9,0.3,0.62,210.0,2.25,0.038,White
0.565,0.9998,16.0,8.9,3.38,5.0,9.5,0.34,0.61,112.0,3.0,0.093,Red
0.22,0.99468,22.0,7.4,3.1,5.0,10.8,0.28,0.55,121.0,9.0,0.046,White
0.29,0.9939,26.0,7.6,3.16,5.0,10.2,0.29,0.39,146.0,4.4,0.051,White
0.24,0.99691,48.0,6.2,3.23,6.0,10.5,0.27,0.38,129.0,16.8,0.04,White
0.33,0.99474,27.0,7.1,2.9,5.0,9.5,0.18,0.49,166.0,6.3,0.094,White
0.4,0.9902,29.0,5.0,3.49,6.0,13.6,0.5,0.66,80.0,4.3,0.046,Red
0.43,0.9976,10.0,8.0,3.34,5.0,9.4,0.36,0.46,48.0,2.3,0.075,Red
0.34,0.9921,17.0,9.2,3.08,5.0,10.8,0.27,0.39,73.0,1.2,0.026,White
0.47,0.9964,27.0,7.2,3.0,5.0,9.2,0.65,0.35,182.0,8.3,0.083,White
0.15,0.99198,43.0,5.8,3.24,5.0,9.3,0.28,0.51,127.0,0.8,0.037,White
0.42,0.9978,19.0,12.4,3.02,5.0,9.5,0.49,0.61,43.0,4.6,0.073,Red
0.25,0.99769,45.0,9.1,3.44,7.0,10.2,0.34,0.86,67.0,2.0,0.071,Red
0.27,0.9961,54.0,6.7,3.22,5.0,9.3,0.25,0.43,202.0,8.0,0.053,White
0.58,0.99568,12.0,7.7,3.32,7.0,10.5,0.01,0.56,18.0,1.8,0.088,Red
0.22,0.99456,17.0,8.4,2.99,6.0,10.5,0.3,0.34,118.0,8.9,0.024,White
0.34,0.9908,8.0,7.8,3.11,6.0,12.1,0.35,0.41,167.0,1.8,0.042,White
0.44,0.99718,68.0,7.0,3.05,5.0,9.5,0.24,0.5,210.0,12.1,0.056,White
0.16,0.99612,58.0,7.9,3.12,6.0,9.5,0.3,0.37,152.0,7.4,0.05,White
0.24,0.9986,81.0,6.9,3.2,5.0,9.4,0.4,0.69,198.0,15.4,0.052,White
0.66,0.99743,16.0,7.2,3.53,5.0,9.7,0.03,0.57,86.0,2.3,0.078,Red
0.32,0.99268,25.0,5.6,3.25,6.0,11.1,0.33,0.49,95.0,7.4,0.037,White
0.38,0.9971,28.0,6.9,3.28,5.0,9.2,0.25,0.61,191.0,9.8,0.04,White
0.41,0.99728,11.0,10.2,3.16,5.0,10.8,0.43,0.67,37.0,2.2,0.11,Red
0.28,0.9978,55.0,6.5,3.23,6.0,9.6,0.35,0.5,195.0,15.4,0.042,White
0.28,0.989,22.0,6.2,2.98,8.0,13.1,0.28,0.64,105.0,4.3,0.026,White
0.16,0.991,21.0,6.2,3.32,7.0,10.9,0.33,0.46,82.0,1.1,0.057,White
0.41,0.99672,20.0,6.6,3.08,6.0,9.0,0.27,0.41,103.0,10.7,0.11,White
0.64,0.9946,17.0,7.1,3.31,4.0,10.6,0.49,0.58,128.0,1.8,0.05,White
0.29,0.99736,21.0,6.4,3.14,5.0,9.2,0.18,0.5,116.0,15.0,0.04,White
0.36,0.99528,51.5,6.5,3.17,5.0,9.3,0.36,0.42,151.0,6.7,0.185,White
0.22,0.9994,56.0,7.3,3.24,6.0,9.0,0.5,0.66,189.0,13.7,0.049,White
0.23,0.99324,42.0,5.8,3.31,6.0,10.8,0.31,0.64,124.0,4.5,0.046,White
0.26,0.99523,54.0,6.2,3.19,6.0,9.5,0.37,0.48,201.0,7.1,0.047,White
0.59,0.9981,25.0,9.4,3.14,5.0,9.7,0.14,0.56,48.0,2.0,0.084,Red
0.45,0.9976,12.0,7.0,3.07,6.0,11.0,0.34,0.38,67.0,19.8,0.04,White
0.2,0.99237,24.0,7.6,3.29,6.0,11.3,0.36,0.54,111.0,1.9,0.043,White
0.12,0.9919,18.0,6.9,3.41,8.0,11.9,0.36,0.82,111.0,2.2,0.037,White
0.58,0.99484,20.0,5.4,3.5,6.0,10.2,0.08,0.64,31.0,1.9,0.059,Red
